"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"953753","YLDs (Years Lived with Disability)","Bristol, City of","Male","35 to 39","Tracheal, bronchus, and lung cancer","Percent",2017,3.52264267338e-05,5.57960288324e-05,2.23962489983e-05
"953754","YLDs (Years Lived with Disability)","Bristol, City of","Female","35 to 39","Tracheal, bronchus, and lung cancer","Percent",2017,3.48575464215e-05,5.37143508937e-05,2.21218208881e-05
"953755","YLDs (Years Lived with Disability)","Bristol, City of","Male","35 to 39","Tracheal, bronchus, and lung cancer","Rate",2017,0.42317610014,0.714533797939,0.241062068402
"953756","YLDs (Years Lived with Disability)","Bristol, City of","Female","35 to 39","Tracheal, bronchus, and lung cancer","Rate",2017,0.515668862037,0.830373406897,0.289659888091
"953757","YLDs (Years Lived with Disability)","Bristol, City of","Male","40 to 44","Tracheal, bronchus, and lung cancer","Number",2017,0.249852255482,0.388997634611,0.151517356977
"953758","YLDs (Years Lived with Disability)","Bristol, City of","Female","40 to 44","Tracheal, bronchus, and lung cancer","Number",2017,0.195001353089,0.317220880161,0.116855320341
"953759","YLDs (Years Lived with Disability)","Bristol, City of","Male","40 to 44","Tracheal, bronchus, and lung cancer","Percent",2017,0.000120720155306,0.000176093399072,8.02298372956e-05
"953760","YLDs (Years Lived with Disability)","Bristol, City of","Female","40 to 44","Tracheal, bronchus, and lung cancer","Percent",2017,8.74358282453e-05,0.000132464275599,5.91664769241e-05
"953761","YLDs (Years Lived with Disability)","Bristol, City of","Male","40 to 44","Tracheal, bronchus, and lung cancer","Rate",2017,1.57459909447,2.45151008154,0.954880685914
"953762","YLDs (Years Lived with Disability)","Bristol, City of","Female","40 to 44","Tracheal, bronchus, and lung cancer","Rate",2017,1.36666542542,2.22324000459,0.818979579144
"953763","YLDs (Years Lived with Disability)","Bristol, City of","Male","45 to 49","Tracheal, bronchus, and lung cancer","Number",2017,0.523205738102,0.815671064705,0.312708113091
"953764","YLDs (Years Lived with Disability)","Bristol, City of","Female","45 to 49","Tracheal, bronchus, and lung cancer","Number",2017,0.521215589217,0.848603094875,0.297660686126
"953765","YLDs (Years Lived with Disability)","Bristol, City of","Male","45 to 49","Tracheal, bronchus, and lung cancer","Percent",2017,0.00026210150853,0.000375372937193,0.000170406454358
"953766","YLDs (Years Lived with Disability)","Bristol, City of","Female","45 to 49","Tracheal, bronchus, and lung cancer","Percent",2017,0.000233789437161,0.000353249706031,0.000148324223621
"953767","YLDs (Years Lived with Disability)","Bristol, City of","Male","45 to 49","Tracheal, bronchus, and lung cancer","Rate",2017,3.60957397754,5.62727973907,2.15735987849
"953768","YLDs (Years Lived with Disability)","Bristol, City of","Female","45 to 49","Tracheal, bronchus, and lung cancer","Rate",2017,3.87037620835,6.30144856886,2.21033073756
"953769","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Tracheal, bronchus, and lung cancer","Number",2017,1.17268818147,2.38877122134,0.424337784729
"953770","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Tracheal, bronchus, and lung cancer","Number",2017,1.35676716939,2.6913997983,0.563924561849
"953771","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Tracheal, bronchus, and lung cancer","Percent",2017,0.000583053009441,0.00112698621723,0.000211309984375
"953772","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Tracheal, bronchus, and lung cancer","Percent",2017,0.000612808228352,0.00119018423323,0.000256769952505
"953773","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Tracheal, bronchus, and lung cancer","Rate",2017,8.76181402618,17.8478554855,3.17046663624
"953774","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Tracheal, bronchus, and lung cancer","Rate",2017,10.4476664587,20.7248878319,4.34245157384
"953775","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Tracheal, bronchus, and lung cancer","Number",2017,2.32073899129,4.07607932926,1.07290989106
"953776","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Tracheal, bronchus, and lung cancer","Number",2017,2.5651265833,4.47232768078,1.15957952667
"953777","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Tracheal, bronchus, and lung cancer","Percent",2017,0.00122442795552,0.0021095982458,0.000599029825122
"953778","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Tracheal, bronchus, and lung cancer","Percent",2017,0.00125509766463,0.0020780488591,0.000639193472837
"953779","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Tracheal, bronchus, and lung cancer","Rate",2017,20.0790572347,35.2662795999,9.28282723353
"953780","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Tracheal, bronchus, and lung cancer","Rate",2017,22.4063345554,39.065701829,10.1289063032
"953781","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Tracheal, bronchus, and lung cancer","Number",2017,4.37372155095,7.22293006057,2.19267262264
"953782","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Tracheal, bronchus, and lung cancer","Number",2017,4.05710406164,6.62214368048,2.23404380854
"953783","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Tracheal, bronchus, and lung cancer","Percent",2017,0.00243717604184,0.00375186403428,0.00129866802965
"953784","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Tracheal, bronchus, and lung cancer","Percent",2017,0.00215885018593,0.00328612590923,0.00127534245719
"953785","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Tracheal, bronchus, and lung cancer","Rate",2017,44.0936875803,72.8179921367,22.1054359457
"953786","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Tracheal, bronchus, and lung cancer","Rate",2017,41.3277499833,67.4565636529,22.757119997
"953787","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Tracheal, bronchus, and lung cancer","Number",2017,6.38989596889,9.7120144178,3.5366286163
"953788","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Tracheal, bronchus, and lung cancer","Number",2017,5.84405748936,8.90596601609,3.32213564786
"953789","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Tracheal, bronchus, and lung cancer","Percent",2017,0.00360866454851,0.00521900935969,0.00209749607806
"953790","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Tracheal, bronchus, and lung cancer","Percent",2017,0.0031449167978,0.00463008222174,0.00191767739092
"953791","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Tracheal, bronchus, and lung cancer","Rate",2017,72.7016735731,110.499404901,40.2383419798
"953792","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Tracheal, bronchus, and lung cancer","Rate",2017,66.4379196886,101.247096902,37.7675582023
"953793","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Tracheal, bronchus, and lung cancer","Number",2017,6.49837910358,9.72634151384,3.7549349504
"953794","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Tracheal, bronchus, and lung cancer","Number",2017,6.1720624552,9.40168340737,3.68743867604
"953795","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Tracheal, bronchus, and lung cancer","Percent",2017,0.0040135556319,0.00569243649455,0.00253248387307
"953796","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Tracheal, bronchus, and lung cancer","Percent",2017,0.00358880131578,0.00518148698521,0.00233551747325
"953797","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Tracheal, bronchus, and lung cancer","Rate",2017,90.3985110882,135.302477306,52.2346454921
"953798","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Tracheal, bronchus, and lung cancer","Rate",2017,82.6073433032,125.832830516,49.3529537058
"953799","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Tracheal, bronchus, and lung cancer","Number",2017,5.88638413405,8.42523436936,3.55182926308
"953800","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Tracheal, bronchus, and lung cancer","Number",2017,5.52167476746,8.31576589676,3.33871552929
"953801","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Tracheal, bronchus, and lung cancer","Percent",2017,0.00464052592022,0.00641633766711,0.00291473112494
"953802","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Tracheal, bronchus, and lung cancer","Percent",2017,0.00377183341245,0.00549550600694,0.00237014575312
"953803","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Tracheal, bronchus, and lung cancer","Rate",2017,117.550941442,168.251716067,70.9299400458
"953804","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Tracheal, bronchus, and lung cancer","Rate",2017,96.2999833409,145.029932231,58.2283932668
"953805","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Tracheal, bronchus, and lung cancer","Number",2017,4.32887961921,6.40583225362,2.54626351274
"953806","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Tracheal, bronchus, and lung cancer","Number",2017,4.17323833751,6.27319655571,2.49627263691
"953807","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Tracheal, bronchus, and lung cancer","Percent",2017,0.00443399374966,0.00622471943096,0.00285536246311
"953808","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Tracheal, bronchus, and lung cancer","Percent",2017,0.0031149780587,0.00447721993214,0.00190405653202
"953809","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Tracheal, bronchus, and lung cancer","Rate",2017,127.590664022,188.807373444,75.0493155145
"953810","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Tracheal, bronchus, and lung cancer","Rate",2017,90.8444473865,136.557039968,54.3396973492
"953811","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Tracheal, bronchus, and lung cancer","Number",2017,3.35304718663,4.87594635036,2.0918676067
"953812","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Tracheal, bronchus, and lung cancer","Number",2017,3.10972021075,4.60329684178,1.84798383464
"953813","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Tracheal, bronchus, and lung cancer","Percent",2017,0.00521619267842,0.00727877823477,0.00341628530659
"953814","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Tracheal, bronchus, and lung cancer","Percent",2017,0.00288722864632,0.00411004967546,0.00184447997186
"953815","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Tracheal, bronchus, and lung cancer","Rate",2017,171.723322399,249.717245394,107.133134563
"953816","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Tracheal, bronchus, and lung cancer","Rate",2017,96.2304504259,142.449255401,57.1859539558
"953817","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Tracheal, bronchus, and lung cancer","Number",2017,1.19037579564,1.73135759565,0.694149841769
"953818","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Tracheal, bronchus, and lung cancer","Number",2017,1.70915049374,2.55728402007,1.04735508473
"953819","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Tracheal, bronchus, and lung cancer","Percent",2017,0.00423963975867,0.00587545193286,0.00267268178687
"953820","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Tracheal, bronchus, and lung cancer","Percent",2017,0.00260421723439,0.00374944593946,0.00169973686399
"953821","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Tracheal, bronchus, and lung cancer","Rate",2017,153.567821052,223.358719491,89.550778061
"953822","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Tracheal, bronchus, and lung cancer","Rate",2017,96.0611642337,143.729695626,58.8655880062
"953823","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Tracheal, bronchus, and lung cancer","Number",2017,0.193375547201,0.296572314076,0.11042746217
"953824","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Tracheal, bronchus, and lung cancer","Number",2017,0.540007721366,0.828279047494,0.307839728452
"953825","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Tracheal, bronchus, and lung cancer","Percent",2017,0.00312665154032,0.00464434082678,0.00181583010264
"953826","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Tracheal, bronchus, and lung cancer","Percent",2017,0.00228367912849,0.00337772656546,0.00132155595606
"953827","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Tracheal, bronchus, and lung cancer","Rate",2017,119.278625671,182.932839995,68.1142787423
"953828","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Tracheal, bronchus, and lung cancer","Rate",2017,90.6330169125,139.015473205,51.6667488468
"953829","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Breast cancer","Number",2017,0,0,0
"953830","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Breast cancer","Number",2017,0,0,0
"953831","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Breast cancer","Percent",2017,0,0,0
"953832","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Breast cancer","Percent",2017,0,0,0
"953833","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Breast cancer","Rate",2017,0,0,0
"953834","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Breast cancer","Rate",2017,0,0,0
"953835","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Breast cancer","Number",2017,0,0,0
"953836","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Breast cancer","Number",2017,0,0,0
"953837","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Breast cancer","Percent",2017,0,0,0
"953838","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Breast cancer","Percent",2017,0,0,0
"953839","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Breast cancer","Rate",2017,0,0,0
"953840","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Breast cancer","Rate",2017,0,0,0
